"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry";"PHON/Venue";"PHON/Third Patry";"POST/Venue";"POST/Third Patry";"SMS/Venue";"SMS/Third Patry";"SOCI/Venue";"SOCI/Third Patry"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102118";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101133";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101743";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101246";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"100433";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102216";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"100444";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"105403";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"SN8 2LA";"51.4555415";"-1.6410961";"Adult";"103716";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"2714";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102082";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"SK8 4NS";"53.3913416";"-2.2324851";"Adult";"101890";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"2750";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"M";NULL;NULL;NULL;"Adult";"2802";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA4 4PE";"54.0670876";"-2.8655259";"Adult";"101071";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102543";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"100258";"N";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100627";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2856";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"PR1 4YA";"53.760791";"-2.6773616";"Adult";"2868";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Adult";"101735";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102322";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101711";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"2908";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103750";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"2926";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102128";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"M45 7WZ";"53.5472349";"-2.2997189";"Adult";"102639";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"M20 2QJ";"53.4217083";"-2.2402882";"Adult";"101275";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"101765";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"FY7 8EX";"53.9107992";"-3.038209";"Adult";"100493";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"2987";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102525";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"3008";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"FY1 4JQ";"53.8158187";"-3.0451438";"Adult";"100594";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"3022";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102133";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103057";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"M32 9LJ";"53.4507981";"-2.3228732";"Adult";"101086";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"103031";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102076";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA8 9AD";"54.3771761";"-2.7639034";"Adult";"102135";"N";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"103064";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"M";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"102097";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA3 1UN";"54.0619372";"-2.8825314";"Adult";"100095";"Y";"?";"Y";"?";"Y";"?";"Y";"?";"Y";"?"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3207";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102264";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"CW11 3FX";"53.1441634";"-2.3922723";"Adult";"3221";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Adult";"101262";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"N14 6RB";"51.6325205";"-0.1231404";"Adult";"3239";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102138";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Adult";"102139";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"B30 1NA";"52.4232172";"-1.9411357";"Adult";"102265";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"M";"CM22 6DZ";"51.8975474";"0.24312931";"Adult";"102742";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Adult";"102095";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA6 3PD";"54.1547151";"-2.4819162";"Adult";"100402";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"101737";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"KT10 9NT";"51.3681019";"-0.3599352";"Adult";"3502";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"FY6 0EE";"53.9196633";"-2.9697789";"Adult";"3540";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102148";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"101643";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102475";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3576";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"PR2 9WH";"53.7908375";"-2.6979167";"Adult";"3598";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"PR3 2YG";"53.8285086";"-2.591444";"Adult";"105416";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101220";"Y";"Y";"Y";"N";"N";"N";"N";"N";"Y";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100431";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"3716";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"M";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"3726";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"100117";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"EX6 8JS";"50.6471074";"-3.477137";"Adult";"102957";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"OL12 6JL";"53.627313";"-2.1669106";"Adult";"102631";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101273";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"100549";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"NP4 6DU";"51.7069655";"-3.0517";"Adult";"3823";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 7HX";"54.1170974";"-2.5192143";"Adult";"102161";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100561";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3859";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3868";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"WA10 4JP";"53.454602";"-2.7595714";"Adult";"102951";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"3907";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA7 7TZ";"54.2266742";"-2.7724253";"Adult";"100426";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"3921";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"3936";"Y";"?";"Y";"?";"Y";"?";"Y";"?";"Y";"?"
"F";"BB2 6JN";"53.7512135";"-2.5054326";"Adult";"3965";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100342";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 5PU";"54.0725914";"-2.8542724";"Adult";"3983";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3997";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"4000";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102170";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA4 5PU";"54.0725914";"-2.8542724";"Adult";"100418";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"4080";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"4095";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"4104";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100392";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"100490";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"4148";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR25 1RB";"53.6913515";"-2.7123455";"Adult";"4173";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Adult";"102615";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"5628";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"5692";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Adult";"4217";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"105397";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"100439";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102177";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"101193";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"4299";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Adult";"6333";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"5659";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"BN18 9PB";"50.8617339";"-0.5476743";"Adult";"103721";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"101279";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"102094";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA2 7HX";"54.1170974";"-2.5192143";"Adult";"101724";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"100434";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100127";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"F";"BL8 2LH";"53.5913294";"-2.3248157";"Adult";"102526";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103722";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"4689";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"4712";"N";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA10 5JR";"54.3151607";"-2.4935491";"Adult";"4713";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"ST20 0JD";"52.7996967";"-2.2700142";"Adult";"102612";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"101786";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"101063";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102226";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR3 0TB";"53.882743";"-2.7994458";"Adult";"102091";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"100411";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Adult";"4900";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Adult";"100584";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"103747";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"100395";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"M33 3WR";"53.4170772";"-2.3151254";"Adult";"101719";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR2 9WH";"53.7908375";"-2.6979167";"Adult";"5634";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"101210";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD2 2PH";"53.666289";"-1.7923555";"Adult";"102932";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"101209";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"5070";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"5095";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA12 7PU";"54.2065";"-3.0903819";"Adult";"101715";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"CW11 4HL";"53.1339268";"-2.3600915";"Adult";"102744";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102638";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BD24 0DJ";"54.0932149";"-2.2992893";"Adult";"6200";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101219";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"5242";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105392";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"5269";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"5298";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"SY5 6BJ";"52.6466701";"-2.643567";"Adult";"102745";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"5340";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"5339";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102204";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"YO32 3EA";"54.0147427";"-1.0711228";"Adult";"100736";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100146";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"L17 8YD";"53.3826081";"-2.9465811";"Adult";"5406";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"M16 8HS";"53.4500218";"-2.2561965";"Adult";"5411";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"CW9 8FD";"53.2402985";"-2.5133415";"Adult";"100247";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"103092";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"5468";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103708";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA8 9AD";"54.3771761";"-2.7639034";"Adult";"100538";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101725";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
