"branch";"author";"title";"fakecode";"fakelat";"fakelong"
"2";"Patterson, James";"Witch & wizard";"NE3 1AR";"55.0071528";"-1.6117037"
"2";"Patterson, James";"7th heaven";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"Don't blink";"NE3 2SL";"55.01723";"-1.6492613"
"5";"Patterson, James";"Tick, tock";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"Patterson, James";"Step on a crack";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"Patterson, James";"Quickie";"NE3 2DW";"55.0225464";"-1.6195574"
"19";"Patterson, James";"Max";"NE13 7BA";"55.0470845";"-1.6490493"
"19";"Patterson, James";"Worst case";"NE13 7BA";"55.0470845";"-1.6490493"
"9";"Patterson, James";"8th confession";"NE15 6NF";"54.974351";"-1.6753841"
"3";"Patterson, James";"Sail";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Now you see her";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"9th judgement";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Witch & wizard";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Cross country";"NE4 9EP";"54.9821682";"-1.6541318"
"2";"Patterson, James";"6th target";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"Worst case";"NE3 2SL";"55.01723";"-1.6492613"
"14";"Patterson, James";"Christmas wedding";"NE4 7RU";"54.9661468";"-1.6362294"
"14";"Patterson, James";"Private games";"NE4 7RU";"54.9661468";"-1.6362294"
"14";"Patterson, James";"Don't blink";"NE4 7RU";"54.9661468";"-1.6362294"
"14";"Patterson, James";"Postcard killers";"NE4 7RU";"54.9661468";"-1.6362294"
"2";"Patterson, James";"Postcard killers";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Patterson, James";"9th Judgement";"NE3 2DW";"55.0225464";"-1.6195574"
"35";"Patterson, James";"Christmas wedding";"NE6 4XY";"54.9836239";"-1.5508982"
"7";"Patterson, James";"9th Judgement";"NE7 7PL";"55.0001164";"-1.5787226"
"7";"Patterson, James";"Private";"NE7 7PL";"55.0001164";"-1.5787226"
"7";"Patterson, James";"Toys";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"Patterson, James";"Alex Cross's trial";"NE10 0YQ";"54.9557589";"-1.5549643"
"3";"Patterson, James";"Tick tock";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Worst case";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Alex Cross's trial";"NE5 2SY";"54.9899786";"-1.6833345"
"1";"Patterson, James";"Witch & wizard";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"Patterson, James";"Along came a spider";"NE5 5QJ";"54.9965379";"-1.6989545"
"36";"Patterson, James";"Step on a crack";"NE5 5QJ";"54.9965379";"-1.6989545"
"6";"Patterson, James";"Dangerous days of Daniel X";"NE6 4XY";"54.9836239";"-1.5508982"
"6";"Patterson, James";"Postcard killers";"NE6 4XY";"54.9836239";"-1.5508982"
"1";"Patterson, James";"Quickie";"NE5 2SY";"54.9899786";"-1.6833345"
"1";"Patterson, James";"Kill me if you can";"NE5 2SY";"54.9899786";"-1.6833345"
"5";"Patterson, James";"9th judgement";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Private London";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Alex Cross's trial";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"Patterson, James";"Postcard killers";"DH4 5HW";"54.8454671";"-1.4823054"
"2";"Patterson, James";"Cross fire";"NE3 2SL";"55.01723";"-1.6492613"
"5";"Patterson, James";"6th target";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"Patterson, James";"Sundays at Tiffany's";"NE3 3TB";"55.0091977";"-1.6459574"
"3";"Patterson, James";"Private London";"NE5 2SY";"54.9899786";"-1.6833345"
"14";"Patterson, James";"Worst case";"NE4 7RU";"54.9661468";"-1.6362294"
"1";"Patterson, James";"Private games";"NE5 5QJ";"54.9965379";"-1.6989545"
"20";"Patterson, James";"Sail";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Patterson, James";"Judge and jury";"NE15 7UB";"54.9815404";"-1.6920202"
"2";"Patterson, James";"Cross fire";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"Patterson, James";"Private London";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Patterson, James";"Roses are red";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"Patterson, James";"You've been warned";"NE6 4XY";"54.9836239";"-1.5508982"
"2";"Patterson, James";"Christmas wedding";"NE2 2RR";"54.9919918";"-1.6003689"
"15";"Patterson, James";"Cross";"NE3 3TB";"55.0091977";"-1.6459574"
"15";"Patterson, James";"Tick, tock";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Patterson, James";"Sundays at Tiffany's";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"Don't Blink";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"Private";"NE3 2SL";"55.01723";"-1.6492613"
"21";"Patterson, James";"Kill me if you can";"NE5 1TU";"55.0008475";"-1.7148744"
"2";"Patterson, James";"9th judgement";"NE24 3TF";"55.1163787";"-1.5098128"
"35";"Patterson, James";"Private";"NE6 4XY";"54.9836239";"-1.5508982"
"35";"Patterson, James";"Big bad wolf";"NE6 3NP";"54.9705946";"-1.5480865"
"20";"Patterson, James";"Lifeguard";"NE5 2SY";"54.9899786";"-1.6833345"
"13";"Patterson, James";"Christmas wedding";"NE5 3EB";"54.9959224";"-1.664498"
"3";"Patterson, James";"Double cross";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"Patterson, James";"Private London";"DH7 0NJ";"54.8235749";"-1.7365314"
"36";"Patterson, James";"Toys";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"Patterson, James";"Judge & jury";"NE1 5PW";"54.9722632";"-1.6157763"
"6";"Patterson, James";"Private London";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Patterson, James";"6th target";"NE9 6TU";"54.9319696";"-1.5925676"
"7";"Patterson, James";"Run for your life";"NE3 2DW";"55.0225464";"-1.6195574"
"9";"Patterson, James";"Cross fire";NULL;NULL;NULL
"3";"Patterson, James";"You've been warned";"NE5 5QJ";"54.9965379";"-1.6989545"
"1";"Patterson, James";"Cross fire";"NE5 2SY";"54.9899786";"-1.6833345"
"3";"Patterson, James";"Lifeguard";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"Patterson, James";"Jack and Jill";"NE4 8AH";"54.9718675";"-1.6538079"
"11";"Patterson, James";"Christmas wedding";"NE5 4DW";"55.0059111";"-1.6856611"
"11";"Patterson, James";"Postcard killers";"NE5 4DW";"55.0059111";"-1.6856611"
"1";"Patterson, James";"Sail";"NE15 8UQ";"54.9833921";"-1.7225947"
"20";"Patterson, James";"2nd chance";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Patterson, James";"Worst case";"NE15 7UB";"54.9815404";"-1.6920202"
"21";"Patterson, James";"Cross fire";"NE20 0JF";"55.0735571";"-1.8543571"
"5";"Patterson, James";"4th of July";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Torn apart : the heartbreaking story of a childh";"NE3 3TB";"55.0091977";"-1.6459574"
"1";"Patterson, James";"Don't blink";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"Patterson, James";"Gift";"NE15 8UQ";"54.9833921";"-1.7225947"
"2";"Patterson, James";"Worst case";NULL;NULL;NULL
"36";"Patterson, James";"Double cross";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Patterson, James";"Tick, tock";"NE3 2SL";"55.01723";"-1.6492613"
"1";"Patterson, James";"10th anniversary";"NE15 7UB";"54.9815404";"-1.6920202"
"12";"Patterson, James";"Mary,Mary";"NE15 9ED";"54.9955085";"-1.7503107"
"12";"Patterson, James";"Cross";"NE15 9ED";"54.9955085";"-1.7503107"
"12";"Patterson, James";"Worst case";"NE15 9ED";"54.9955085";"-1.7503107"
"24";"Patterson, James";"Four blind mice";"NE2 1NQ";"54.9828735";"-1.5974036"
"12";"Patterson, James";"Daniel X - watch the skies";"NE15 8UQ";"54.9833921";"-1.7225947"
"12";"Patterson, James";"Don't Blink";"NE15 8UQ";"54.9833921";"-1.7225947"
"12";"Patterson, James";"4th of July";"NE15 8UQ";"54.9833921";"-1.7225947"
"1";"Patterson, James";"10th anniversary";"NE5 1TU";"55.0008475";"-1.7148744"
"20";"Patterson, James";"Mary, Mary";"NE5 2SY";"54.9899786";"-1.6833345"
"20";"Patterson, James";"Sail";"NE5 2SY";"54.9899786";"-1.6833345"
"2";"Patterson, James";"Quickie";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"Patterson, James";"Beach Road";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"Patterson, James";"Roses are red";"DH7 0NJ";"54.8235749";"-1.7365314"
"36";"Patterson, James";"Worst case";"DH7 0NJ";"54.8235749";"-1.7365314"
"20";"Patterson, James";"Swimsuit";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Patterson, James";"9th Judgement";"NE15 7UB";"54.9815404";"-1.6920202"
"7";"Patterson, James";"Quickie";"NE7 7PL";"55.0001164";"-1.5787226"
"4";"Patterson, James";"Don't Blink";"NE2 3LD";"54.9957568";"-1.6083423"
"4";"Patterson, James";"Final warning";"NE2 3LD";"54.9957568";"-1.6083423"
"2";"Patterson, James";"Pop goes the weasel";"NE3 2DW";"55.0225464";"-1.6195574"
"20";"Patterson, James";"Torn apart";"NE5 2SY";"54.9899786";"-1.6833345"
"2";"Patterson, James";"Cross fire";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Patterson, James";"Postcard killers";"NE41 8EN";"54.9769355";"-1.8192796"
"36";"Patterson, James";"6th target";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Patterson, James";"3rd degree";"NE25 9YE";"55.0426026";"-1.4785197"
"36";"Patterson, James";"Worst case";"NE8 4NP";"54.9511256";"-1.6065377"
"6";"Patterson, James";"Worst case";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"Patterson, James";"8th confession";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Patterson, James";"Cross fire";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"5th horseman";"NE3 2DW";"55.0225464";"-1.6195574"
"2";"Patterson, James";"Final warning";"NE3 2DW";"55.0225464";"-1.6195574"
"11";"Patterson, James";"Beach Road";"NE5 4DW";"55.0059111";"-1.6856611"
"20";"Patterson, James";"Private";"NE15 7UB";"54.9815404";"-1.6920202"
"6";"Patterson, James";"I, Alex Cross";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"Patterson, James";"Private London";"NE23 3GX";"55.1016532";"-1.5824677"
"36";"Patterson, James";"I, Alex Cross";"NE7 7PL";"55.0001164";"-1.5787226"
"21";"Patterson, James";"James Patterson omnibus";"NE13 8DR";"55.0247778";"-1.6904444"
"21";"Patterson, James";"Private London";"NE13 8DR";"55.0247778";"-1.6904444"
"21";"Patterson, James";"Don't Blink";"NE13 8DR";"55.0247778";"-1.6904444"
"21";"Patterson, James";"Toys";"NE13 8DR";"55.0247778";"-1.6904444"
"36";"Patterson, James";"Bloody Valentine";"NE12 7NB";"55.0267156";"-1.5716881"
"5";"Patterson, James";"Swimsuit";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Patterson, James";"Cross Country";"NE3 2SL";"55.01723";"-1.6492613"
"2";"Patterson, James";"Toys";"NE3 2SL";"55.01723";"-1.6492613"
"36";"Patterson, James";"Alex Cross's trial";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"Patterson, James";"Swimsuit";"DH3 2LY";"54.8870465";"-1.5687267"
"36";"Patterson, James";"Now you see her";"DH3 2LY";"54.8870465";"-1.5687267"
"36";"Patterson, James";"Don't Blink";"DH3 2LY";"54.8870465";"-1.5687267"
"36";"Patterson, James";"Saving the world and other extreme sports";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"Patterson, James";"Final warning";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"Patterson, James";"Maximum ride : the Angel experiment";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"Patterson, James";"School's out forever";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"Patterson, James";"Daniel X - watch the skies";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"Patterson, James";"Dangerous days of Daniel X";"NE27 0NF";"55.0344612";"-1.5120155"
"4";"Patterson, James";"Sail";"NE20 9RA";"55.0435056";"-1.7516105"
"4";"Patterson, James";"Cross";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"Patterson, James";"Along came a spider";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"Patterson, James";"Demons and druids";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"Patterson, James";"Jack and Jill";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"Patterson, James";"Kiss the girls";"NE28 7JG";"54.9985663";"-1.5171122"
"1";"Patterson, James";"Now you see her";"NE5 1TU";"55.0008475";"-1.7148744"
"1";"Patterson, James";"Toys";"NE5 1TU";"55.0008475";"-1.7148744"
"1";"Patterson, James";"I, Alex Cross";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"Patterson, James";"10th anniversary";"NE11 0QP";"54.9282599";"-1.6214009"
"1";"Patterson, James";"Violets are blue";NULL;NULL;NULL
"21";"Patterson, James";"Private games";"NE6 4XY";"54.9836239";"-1.5508982"
"21";"Patterson, James";"Run for your life";"NE15 7UB";"54.9815404";"-1.6920202"
"21";"Patterson, James";"Cross fire";"NE15 7UB";"54.9815404";"-1.6920202"
"21";"Patterson, James";"Private";"NE15 7UB";"54.9815404";"-1.6920202"
"21";"Patterson, James";"Private games";"NE6 4XY";"54.9836239";"-1.5508982"
"21";"Patterson, James";"Private games";NULL;NULL;NULL
"36";"Patterson, James";"Witch & wizard";"NE4 5EQ";"54.9768148";"-1.6327259"
"14";"Patterson, James";"Lifeguard";"NE4 7RU";"54.9661468";"-1.6362294"
"14";"Patterson, James";"Step on a crack";"NE4 7RU";"54.9661468";"-1.6362294"
"14";"Patterson, James";"Quickie";"NE4 7RU";"54.9661468";"-1.6362294"
"5";"Patterson, James";"Run for your life";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"9th Judgement";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Daniel X - watch the skies";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"Patterson, James";"Suzanne's diary for Nicholas";"NE1 4XQ";"54.9729889";"-1.6196111"
"4";"Patterson, James";"Private London";"NE2 2RR";"54.9919918";"-1.6003689"
"4";"Patterson, James";"Cross Country";"NE2 2RR";"54.9919918";"-1.6003689"
"3";"Patterson, James";"Max";"NE5 4DW";"55.0059111";"-1.6856611"
"20";"Patterson, James";"London bridges";NULL;NULL;NULL
"20";"Patterson, James";"4th of July";NULL;NULL;NULL
"20";"Patterson, James";"Cross country";NULL;NULL;NULL
"36";"Patterson, James";"Fang";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"Patterson, James";"10th anniversary";"NE5 4DW";"55.0059111";"-1.6856611"
"2";"Patterson, James";"Run for your life";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Patterson, James";"Daniel X - watch the skies";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"Patterson, James";"Lifeguard";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"Patterson, James";"James Patterson omnibus";"NE3 2SL";"55.01723";"-1.6492613"
"5";"Patterson, James";"Sundays at Tiffany's";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Mary, Mary";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"Patterson, James";"8th confession";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"Patterson, James";"I, Alex Cross";"NE3 3TB";"55.0091977";"-1.6459574"
"21";"Patterson, James";"Private games";"NE3 2SL";"55.01723";"-1.6492613"
"5";"Patterson, James";"Sundays at Tiffany's";"NE3 3TB";"55.0091977";"-1.6459574"
"5";"Patterson, James";"Double cross";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"Patterson, James";"Final warning";"NE3 4XN";"55.0029962";"-1.6345623"
"35";"Patterson, James";"Private London";"NE6 4XY";"54.9836239";"-1.5508982"
"35";"Patterson, James";"Sail";"NE6 4XY";"54.9836239";"-1.5508982"
"35";"Patterson, James";"Four blind mice";"NE6 5LJ";"54.986578";"-1.5775826"
"3";"Patterson, James";"Cross";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Private";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Cross fire";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Tick, tock";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"Patterson, James";"Private London";"NE15 6NF";"54.974351";"-1.6753841"
"3";"Patterson, James";"Step on a crack";"NE15 6NF";"54.974351";"-1.6753841"
"36";"Patterson, James";"Cross fire";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"Patterson, James";"Cross";"NE2 1NQ";"54.9828735";"-1.5974036"
"1";"Patterson, James";"Alex Cross's trial";"NE5 1TU";"55.0008475";"-1.7148744"
"3";"Patterson, James";"Postcard killers";"NE5 3EB";"54.9959224";"-1.664498"
"36";"Patterson, James";"I, Alex Cross";"NE12 7NB";"55.0267156";"-1.5716881"
"36";"Patterson, James";"Cross fire";"NE12 7NB";"55.0267156";"-1.5716881"
"36";"Patterson, James";"Big bad wolf";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"Patterson, James";"Private London";"NE39 2BX";"54.9289467";"-1.7690133"
"36";"Patterson, James";"Private";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"Patterson, James";"Cross Country";"NE27 0NF";"55.0344612";"-1.5120155"
"21";"Patterson, James";"Kill me if you can";"NE15 6NF";"54.974351";"-1.6753841"
"5";"Patterson, James";"Swimsuit";NULL;NULL;NULL
"24";"Patterson, James";"Cross fire";NULL;NULL;NULL
"24";"Patterson, James";"Worst case";NULL;NULL;NULL
"24";"Patterson, James";"Tick, tock";NULL;NULL;NULL
"24";"Patterson, James";"Kill me if you can";NULL;NULL;NULL
"24";"Patterson, James";"Beach Road";"NE3 2SL";"55.01723";"-1.6492613"
"24";"Patterson, James";"4th of July";"NE2 1NQ";"54.9828735";"-1.5974036"
"24";"Patterson, James";"Now you see her";NULL;NULL;NULL
"24";"Patterson, James";"Cross";"NE6 4XY";"54.9836239";"-1.5508982"
"24";"Patterson, James";"Private";"NE3 2SL";"55.01723";"-1.6492613"
"24";"Patterson, James";"Quickie";"NE2 4AB";"54.9839327";"-1.620875"
"24";"Patterson, James";"6th target";"NE5 1TU";"55.0008475";"-1.7148744"
"24";"Patterson, James";"Lake House";"NE5 3EB";"54.9959224";"-1.664498"
"24";"Patterson, James";"Honeymoon";"NE6 4XY";"54.9836239";"-1.5508982"
"24";"Patterson, James";"Kill me if you can";"NE15 6NF";"54.974351";"-1.6753841"
"24";"Patterson, James";"Max";"NE3 2DW";"55.0225464";"-1.6195574"
"24";"Patterson, James";"2nd chance";"NE6 4XY";"54.9836239";"-1.5508982"
"24";"Patterson, James";"When the wind blows";"NE6 4XY";"54.9836239";"-1.5508982"
"24";"Patterson, James";"Cross country";"NE5 3EB";"54.9959224";"-1.664498"
"24";"Patterson, James";"Torn apart";"NE3 4XN";"55.0029962";"-1.6345623"
"24";"Patterson, James";"Demons and druids";"NE6 2LD";"54.9747647";"-1.5693971"
"24";"Patterson, James";"10th anniversary";"NE15 7UB";"54.9815404";"-1.6920202"
"24";"Patterson, James";"Private";"NE15 7UB";"54.9815404";"-1.6920202"
"24";"Patterson, James";"Sam's letters to Jennifer";"NE1 6PY";"54.9742805";"-1.5994268"
"24";"Patterson, James";"Alex Cross's trial";"NE4 9EP";"54.9821682";"-1.6541318"
"24";"Patterson, James";"Double cross";NULL;NULL;NULL
"24";"Patterson, James";"Run for your life";"NE3 3TB";"55.0091977";"-1.6459574"
"24";"Patterson, James";"10th anniversary";"NE15 8UQ";"54.9833921";"-1.7225947"
"24";"Patterson, James";"Violets are blue";"NE6 2LD";"54.9747647";"-1.5693971"
"24";"Patterson, James";"Mary,Mary";"NE15 7UB";"54.9815404";"-1.6920202"
"24";"Patterson, James";"London bridges";"NE6 1PL";"54.9755154";"-1.5809154"
"24";"Patterson, James";"You've been warned";"NE5 1TU";"55.0008475";"-1.7148744"
"24";"Patterson, James";"Worst case";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"Patterson, James";"Mary, Mary";"NE4 6JG";"54.9719748";"-1.6344969"
"24";"Patterson, James";"Maximum ride : school's out forever";"NE4 8AH";"54.9718675";"-1.6538079"
"24";"Patterson, James";"Four blind mice";"NE6 2LD";"54.9747647";"-1.5693971"
"24";"Patterson, James";"7th heaven";"NE6 2LD";"54.9747647";"-1.5693971"
"24";"Patterson, James";"I, Alex Cross";"NE2 3LD";"54.9957568";"-1.6083423"
"24";"Patterson, James";"Step on a crack";"NE2 3LD";"54.9957568";"-1.6083423"
"24";"Patterson, James";"London bridges";"NE3 3TB";"55.0091977";"-1.6459574"
"24";"Patterson, James";"Mary, Mary";"NE3 3TB";"55.0091977";"-1.6459574"
"24";"Patterson, James";"Cross";"NE3 2SL";"55.01723";"-1.6492613"
"24";"Patterson, James";"Run for your life";"NE4 8AH";"54.9718675";"-1.6538079"
